chr1,1,50000001
chr1,50000001,100000001
chr1,100000001,150000001
chr1,150000001,200000001
chr1,200000001,248956422
chr2,1,50000001
chr2,50000001,100000001
chr2,100000001,150000001
chr2,150000001,200000001
chr2,200000001,242193529
chr3,1,50000001
chr3,50000001,100000001
chr3,100000001,150000001
chr3,150000001,198295559
chr4,1,50000001
chr4,50000001,100000001
chr4,100000001,150000001
chr4,150000001,190214555
chr5,1,50000001
chr5,50000001,100000001
chr5,100000001,150000001
chr5,150000001,181538259
chr6,1,50000001
chr6,50000001,100000001
chr6,100000001,150000001
chr6,150000001,170805979
chr7,1,50000001
chr7,50000001,100000001
chr7,100000001,150000001
chr7,150000001,159345973
chr8,1,50000001
chr8,50000001,100000001
chr8,100000001,145138636
chr9,1,50000001
chr9,50000001,100000001
chr9,100000001,138394717
chr10,1,50000001
chr10,50000001,100000001
chr10,100000001,133797422
chr11,1,50000001
chr11,50000001,100000001
chr11,100000001,135086622
chr12,1,50000001
chr12,50000001,100000001
chr12,100000001,133275309
chr13,1,50000001
chr13,50000001,100000001
chr13,100000001,114364328
chr14,1,50000001
chr14,50000001,100000001
chr14,100000001,107043718
chr15,1,50000001
chr15,50000001,100000001
chr15,100000001,101991189
chr16,1,50000001
chr16,50000001,90338345
chr17,1,50000001
chr17,50000001,83257441
chr18,1,50000001
chr18,50000001,80373285
chr19
chr20
chr21
chr22
